,country_name,scale,Farm Number,type,edge density for plots m/ha,total area (ha) user input,calculated area (ha) using polygon,total perimeter (m) user input,calculated perimeter (m) using polygon
326,Brazil,SPG 2023,Farm 32,field,1057.84,0.14,0.12,153.0,152.65
327,Brazil,SPG 2023,Farm 32,field,2079.06,0.04,0.03,85.0,84.41
328,Brazil,SPG 2023,Farm 32,field,2216.48,0.03,0.03,74.0,73.81
329,Brazil,SPG 2023,Farm 31,field,543.19,0.57,0.46,311.0,309.89
330,Brazil,SPG 2023,Farm 31,field,1449.3,0.1,0.08,145.0,144.49
331,Brazil,SPG 2023,Farm 31,field,865.81,0.23,0.19,202.0,201.65
332,Brazil,SPG 2023,Farm 31,field,756.59,0.37,0.3,280.0,280.39
333,Brazil,SPG 2023,Farm 31,field,1066.92,0.18,0.15,194.0,193.65
334,Brazil,SPG 2023,Farm 31,field,1392.88,0.14,0.11,193.0,192.91
335,Brazil,SPG 2023,Farm 31,field,489.63,0.9,0.72,441.0,440.42
336,Brazil,SPG 2023,Farm 31,field,580.01,0.45,0.36,260.0,259.61
337,Brazil,SPG 2023,Farm 31,natural_area,538.06,1.53,1.22,824.0,823.39
338,Brazil,SPG 2023,Farm 31,field,1319.92,0.09,0.07,124.0,123.41
339,Brazil,SPG 2023,Farm 31,field,1572.05,0.29,0.23,455.0,454.01
340,Brazil,Other,Farm 33,greenhouse,919.26,0.21,0.17,198.0,197.46
341,Brazil,Other,Farm 33,barn,0.0,0.01,0.01,50.0,49.74
342,Brazil,Other,Farm 33,field,1652.43,0.09,0.07,148.0,147.73
343,Brazil,SPG 2023,Farm 56,farm_site_boundary,251.25,3.82,3.07,962.0,960.53
344,Brazil,SPG 2023,Farm 56,residence,0.0,0.02,0.02,63.0,62.87
345,Brazil,SPG 2023,Farm 56,greenhouse,2942.0,0.02,0.02,56.0,55.6
346,Brazil,SPG 2023,Farm 56,surface_water,2275.5,0.04,0.03,81.0,80.33
347,Brazil,SPG 2023,Farm 56,surface_water,3386.04,0.01,0.01,45.0,45.37
348,Brazil,SPG 2023,Farm 56,barn,0.0,0.02,0.01,53.0,52.87
349,Brazil,SPG 2023,Farm 56,field,1228.63,0.19,0.15,231.0,230.25
350,Brazil,SPG 2023,Farm 56,field,2161.52,0.07,0.05,146.0,145.47
351,Brazil,SPG 2023,Farm 56,field,2260.38,0.07,0.05,154.0,153.48
352,Brazil,SPG 2023,Farm 56,field,835.85,0.36,0.29,304.0,302.83
353,Brazil,SPG 2023,Farm 56,field,512.64,0.7,0.56,360.0,359.26
354,Brazil,SPG 2023,Farm 56,field,835.14,0.52,0.42,437.0,435.69
355,Brazil,SPG 2023,Farm 56,field,601.75,0.89,0.72,539.0,537.67
356,Brazil,SPG 2023,Farm 56,field,714.97,0.3,0.24,214.0,213.28
357,Brazil,SPG 2023,Farm 57,farm_site_boundary,344.27,1.88,1.51,648.0,647.12
358,Brazil,SPG 2023,Farm 57,field,8123.38,0.03,0.03,272.0,271.32
359,Brazil,SPG 2023,Farm 57,field,11620.96,0.02,0.02,239.0,238.23
360,Brazil,SPG 2023,Farm 57,field,1556.59,0.08,0.07,132.0,131.84
361,Brazil,SPG 2023,Farm 57,field,10088.11,0.02,0.02,212.0,210.84
362,Brazil,SPG 2023,Farm 57,field,3485.31,0.04,0.03,136.0,135.93
363,Brazil,SPG 2023,Farm 57,field,3060.67,0.06,0.04,170.0,169.56
364,Brazil,SPG 2023,Farm 57,field,6558.38,0.03,0.02,192.0,190.85
365,Brazil,SPG 2023,Farm 57,field,4272.98,0.05,0.04,215.0,214.5
366,Brazil,SPG 2023,Farm 57,field,4519.94,0.05,0.04,232.0,231.42
367,Brazil,SPG 2023,Farm 57,field,5979.79,0.04,0.04,263.0,262.51
368,Brazil,SPG 2023,Farm 57,field,4158.02,0.08,0.06,330.0,329.31
369,Brazil,SPG 2023,Farm 57,field,7242.84,0.04,0.04,318.0,317.24
370,Brazil,SPG 2023,Farm 57,field,6666.41,0.05,0.04,308.0,306.66
371,Brazil,SPG 2023,Farm 57,field,5440.47,0.05,0.04,291.0,290.52
372,Brazil,SPG 2023,Farm 57,field,776.0,0.62,0.5,481.0,480.5
373,Brazil,SPG 2023,Farm 57,greenhouse,3740.75,0.02,0.01,60.0,60.23
374,Brazil,SPG 2023,Farm 57,field,4530.71,0.1,0.08,435.0,434.95
375,Brazil,SPG 2023,Farm 51,field,629.45,0.46,0.55,288.0,287.09
376,Brazil,SPG 2023,Farm 51,natural_area,258.13,2.61,3.16,677.0,674.3
377,Brazil,SPG 2023,Farm 51,natural_area,438.19,1.45,1.75,638.0,634.9
378,Brazil,SPG 2023,Farm 51,natural_area,465.81,1.21,1.46,563.0,561.4
379,Brazil,SPG 2023,Farm 51,natural_area,1549.24,0.2,0.24,306.0,304.27
380,Brazil,SPG 2023,Farm 51,field,2542.93,0.03,0.04,80.0,79.59
381,Brazil,SPG 2023,Farm 51,field,746.0,0.33,0.4,247.0,246.55
382,Brazil,SPG 2023,Farm 51,field,665.73,0.36,0.44,241.0,240.4
383,Brazil,Larisse Local & SPG 2023,Farm 58,garden,2991.88,0.02,0.02,54.0,53.85
384,Brazil,Larisse Local & SPG 2023,Farm 58,garden,1623.22,0.07,0.06,106.0,106.16
385,Brazil,Larisse Local & SPG 2023,Farm 58,garden,3804.37,0.02,0.02,75.0,74.57
386,Brazil,Larisse Local & SPG 2023,Farm 58,garden,1558.49,0.06,0.05,98.0,97.56
387,Brazil,Larisse Local & SPG 2023,Farm 58,garden,1826.81,0.05,0.04,94.0,93.72
388,Brazil,Larisse Local & SPG 2023,Farm 58,greenhouse,10260.61,0.0,0.0,29.0,28.73
389,Brazil,Larisse Local & SPG 2023,Farm 58,greenhouse,4749.25,0.01,0.01,52.0,52.24
390,Brazil,Larisse Local & SPG 2023,Farm 58,garden,2568.01,0.03,0.02,67.0,66.77
391,Brazil,Larisse Local & SPG 2023,Farm 58,garden,1513.73,0.09,0.08,135.0,134.42
392,Brazil,Larisse Local & SPG 2023,Farm 58,garden,3305.44,0.02,0.02,69.0,69.08
393,Brazil,Larisse Local & SPG 2023,Farm 58,greenhouse,5469.55,0.01,0.01,42.0,42.12
394,Brazil,Larisse Local & SPG 2023,Farm 58,garden,382.08,1.08,0.94,414.0,413.1
395,Brazil,SPG 2023,Farm 39,field,2012.43,0.04,0.04,90.0,89.75
396,Brazil,SPG 2023,Farm 39,field,2752.34,0.03,0.02,75.0,74.86
397,Brazil,SPG 2023,Farm 39,field,443.23,1.59,1.27,705.0,702.93
398,Brazil,SPG 2023,Farm 59,field,784.22,0.6,0.72,471.0,469.12
399,Brazil,SPG 2023,Farm 59,field,826.84,0.37,0.45,307.0,305.35
400,Brazil,SPG 2023,Farm 59,field,877.17,0.21,0.26,188.0,187.8
401,Brazil,SPG 2023,Farm 59,garden,1770.99,0.06,0.07,104.0,103.6
402,Brazil,SPG 2023,Farm 59,field,1176.8,0.29,0.35,343.0,341.74
403,Brazil,SPG 2023,Farm 59,field,785.16,0.32,0.39,252.0,251.09
404,Brazil,SPG 2023,Farm 59,field,1341.82,0.12,0.15,162.0,161.29
405,Brazil,SPG 2023,Farm 59,field,594.51,0.83,1.01,497.0,495.64
406,Brazil,SPG 2023,Farm 59,field,508.68,1.82,2.21,930.0,926.92
407,Brazil,SPG 2023,Farm 59,farm_site_boundary,79.42,37.11,44.96,2958.0,2947.13
408,Brazil,SPG 2023,Farm 59,natural_area,122.89,30.61,37.09,3776.0,3761.57
409,Brazil,Larisse Local & SPG 2023,Farm 60,field,820.27,0.34,0.3,279.0,278.97
410,Brazil,Larisse Local & SPG 2023,Farm 60,farm_site_boundary,265.53,4.85,4.23,1289.0,1288.73
411,Brazil,Larisse Local & SPG 2023,Farm 60,field,884.66,0.26,0.23,233.0,232.93
412,Brazil,Larisse Local & SPG 2023,Farm 60,field,1341.29,0.08,0.07,108.0,108.11
413,Brazil,SPG 2023,Farm 61,farm_site_boundary,384.94,1.21,1.47,467.0,465.82
414,Brazil,SPG 2023,Farm 61,field,607.59,0.78,0.94,474.0,472.65
415,Brazil,SPG 2023,Farm 61,natural_area,1762.37,0.07,0.09,125.0,124.07
416,Brazil,SPG 2023,Farm 61,natural_area,762.93,0.31,0.38,237.0,236.2
417,Brazil,SPG 2023,Farm 61,field,1951.05,0.05,0.05,88.0,87.99
418,Brazil,SPG 2023,Farm 62,farm_site_boundary,114.22,17.0,20.62,1951.0,1941.85
419,Brazil,SPG 2023,Farm 62,field,1431.07,0.1,0.12,144.0,143.82
420,Brazil,SPG 2023,Farm 62,field,1008.99,0.22,0.27,227.0,225.71
421,Brazil,SPG 2023,Farm 62,field,1278.47,0.13,0.15,164.0,163.26
422,Brazil,SPG 2023,Farm 62,field,2249.63,0.03,0.04,76.0,75.81
423,Brazil,SPG 2023,Farm 62,natural_area,396.01,1.32,1.6,524.0,523.29
424,Brazil,SPG 2023,Farm 62,natural_area,173.6,8.23,9.98,1435.0,1428.35
425,Brazil,Larisse Local & SPG 2023,Farm 46,garden,2678.74,0.02,0.02,65.0,64.83
426,Brazil,Larisse Local & SPG 2023,Farm 46,garden,4513.37,0.01,0.01,57.0,56.42
427,Brazil,Larisse Local & SPG 2023,Farm 60,field,1808.92,0.07,0.06,118.0,117.94
428,Brazil,Larisse Local & SPG 2023,Farm 63,farm_site_boundary,256.27,3.59,3.13,923.0,919.5
429,Brazil,Larisse Local & SPG 2023,Farm 63,surface_water,4365.69,0.01,0.01,33.0,32.74
430,Brazil,Larisse Local & SPG 2023,Farm 63,garden,686.83,0.39,0.34,267.0,266.56
431,Brazil,Larisse Local & SPG 2023,Farm 63,greenhouse,4300.44,0.02,0.02,107.0,106.65
432,Brazil,Larisse Local & SPG 2023,Farm 63,field,1835.47,0.08,0.07,153.0,153.08
433,Brazil,Larisse Local & SPG 2023,Farm 63,residence,0.0,0.01,0.01,44.0,44.34
434,Brazil,Larisse Local & SPG 2023,Farm 63,natural_area,324.81,2.78,2.43,908.0,904.59
435,Brazil,Larisse Local & SPG 2023,Farm 63,barn,0.0,0.0,0.0,19.0,18.73
436,Brazil,Larisse Local & SPG 2023,Farm 44,garden,1773.1,0.07,0.07,133.0,132.81
437,Brazil,Larisse Local & SPG 2023,Farm 44,barn,0.0,0.0,0.0,24.0,23.86
438,Brazil,Larisse Local & SPG 2023,Farm 44,barn,0.0,0.01,0.01,47.0,47.03
439,Brazil,Larisse Local & SPG 2023,Farm 44,residence,0.0,0.02,0.02,58.0,57.82
440,Brazil,Larisse Local & SPG 2023,Farm 44,farm_site_boundary,847.84,0.47,0.41,404.0,401.96
441,Brazil,Larisse Local & SPG 2023,Farm 44,surface_water,7098.63,0.0,0.0,22.0,22.01
442,Brazil,Larisse Local & SPG 2023,Farm 44,natural_area,3696.29,0.02,0.02,78.0,77.62
443,Brazil,Larisse Local & SPG 2023,Farm 44,natural_area,8407.53,0.05,0.04,392.0,390.11
444,Brazil,Larisse Local & SPG 2023,Farm 44,natural_area,9171.95,0.01,0.01,104.0,103.64
445,Brazil,Larisse Local & SPG 2023,Farm 44,garden,1570.21,0.14,0.12,221.0,219.83
446,Brazil,Larisse Local & SPG 2023,Farm 44,natural_area,5606.83,0.03,0.03,165.0,164.28
447,Brazil,SPG 2023,Farm 64,farm_site_boundary,209.99,4.99,5.98,1052.0,1047.51
448,Brazil,SPG 2023,Farm 64,farm_site_boundary,88.89,40.71,48.82,3631.0,3618.85
449,Brazil,SPG 2023,Farm 64,farm_site_boundary,231.56,3.48,4.17,807.0,805.97
450,Brazil,SPG 2023,Farm 64,farm_site_boundary,138.53,12.52,15.01,1739.0,1733.92
451,Brazil,SPG 2023,Farm 64,field,221.04,12.31,14.77,2735.0,2721.81
452,Brazil,SPG 2023,Farm 64,natural_area,204.63,4.33,5.19,888.0,885.26
453,Brazil,SPG 2023,Farm 64,field,231.16,3.49,4.19,809.0,807.38
454,Brazil,SPG 2023,Farm 64,field,473.56,1.71,2.05,814.0,809.65
455,Brazil,SPG 2023,Farm 64,field,328.44,2.42,2.9,798.0,793.73
456,Brazil,SPG 2023,Farm 64,natural_area,508.45,0.75,0.9,382.0,381.69
457,Brazil,SPG 2023,Farm 64,field,151.12,11.74,14.08,1780.0,1774.27
458,Brazil,Larisse Local & SPG 2023,Farm 50,farm_site_boundary,119.19,7.4,4.12,884.0,881.98
459,Brazil,SPG 2023,Farm 62,field,1229.72,0.12,0.14,144.0,144.25
460,Brazil,SPG 2023,Farm 62,field,1687.76,0.07,0.09,119.0,118.65
461,Brazil,SPG 2023,Farm 62,field,1009.87,0.19,0.23,195.0,194.3
462,Brazil,SPG 2023,Farm 62,field,3482.0,0.04,0.05,146.0,145.55
463,Brazil,SPG 2023,Farm 62,field,3163.27,0.02,0.02,52.0,51.88
464,Brazil,SPG 2023,Farm 62,field,3157.23,0.02,0.03,74.0,73.56
465,Brazil,SPG 2023,Farm 62,field,1226.34,0.1,0.12,122.0,121.53
466,Brazil,SPG 2023,Farm 62,field,1242.12,0.1,0.12,122.0,121.98
467,Brazil,SPG 2023,Farm 62,natural_area,526.75,0.58,0.7,305.0,304.46
468,Brazil,SPG 2023,Farm 62,field,1168.65,0.23,0.28,271.0,270.54
469,Brazil,SPG 2023,Farm 62,natural_area,841.52,0.29,0.35,244.0,243.54
470,Brazil,SPG 2023,Farm 62,natural_area,1748.89,0.28,0.34,486.0,484.62
471,Brazil,SPG 2023,Farm 62,field,2508.12,0.05,0.06,121.0,121.14
472,Brazil,SPG 2023,Farm 62,surface_water,3151.79,0.02,0.03,66.0,65.87
473,Brazil,SPG 2023,Farm 62,surface_water,4224.32,0.02,0.02,74.0,73.93
474,Brazil,SPG 2023,Farm 62,field,1305.66,0.1,0.12,125.0,124.95
475,Brazil,SPG 2023,Farm 62,natural_area,808.78,0.29,0.35,235.0,234.3
476,Brazil,SPG 2023,Farm 62,natural_area,650.13,0.56,0.68,367.0,366.41
477,Brazil,SPG 2023,Farm 62,natural_area,1962.56,0.06,0.08,128.0,127.17
478,Brazil,Larisse Local & SPG 2023,Farm 65,farm_site_boundary,85.06,36.84,31.92,3145.0,3133.84
479,Brazil,Larisse Local & SPG 2023,Farm 65,farm_site_boundary,82.43,41.72,36.15,3452.0,3439.51
480,Brazil,SPG 2023,Farm 66,farm_site_boundary,91.77,19.78,24.01,1820.0,1815.41
481,Brazil,Larisse Local & SPG 2023,Farm 65,barn,0.0,0.02,0.02,60.0,60.09
482,Brazil,Larisse Local & SPG 2023,Farm 65,barn,0.0,0.02,0.02,58.0,57.67
483,Brazil,Larisse Local & SPG 2023,Farm 65,barn,0.0,0.02,0.02,61.0,60.91
484,Brazil,Larisse Local & SPG 2023,Farm 65,barn,0.0,0.02,0.01,50.0,49.74
485,Brazil,Larisse Local & SPG 2023,Farm 65,barn,0.0,0.01,0.01,49.0,48.58
486,Brazil,Larisse Local & SPG 2023,Farm 65,garden,417.58,1.1,0.95,459.0,458.25
487,Brazil,Larisse Local & SPG 2023,Farm 65,garden,968.32,0.22,0.19,216.0,215.84
488,Brazil,SPG 2023,Farm 66,garden,3778.32,0.02,0.02,64.0,63.85
489,Brazil,SPG 2023,Farm 66,field,2623.32,0.05,0.06,131.0,131.17
490,Brazil,Larisse Local & SPG 2023,Farm 65,garden,524.28,1.19,1.03,623.0,621.74
491,Brazil,Larisse Local & SPG 2023,Farm 65,residence,0.0,0.01,0.01,52.0,51.76
492,Brazil,Larisse Local & SPG 2023,Farm 65,barn,0.0,0.01,0.01,41.0,41.37
493,Brazil,SPG 2023,Farm 66,field,528.75,1.01,1.22,533.0,532.3
494,Brazil,Larisse Local & SPG 2023,Farm 65,garden,610.39,0.5,0.44,308.0,307.15
495,Brazil,Larisse Local & SPG 2023,Farm 65,garden,357.34,3.27,2.83,1171.0,1167.58
496,Brazil,Larisse Local & SPG 2023,Farm 65,garden,914.04,0.18,0.15,163.0,162.42
497,Brazil,Other,Farm 67,natural_area,92.75,18.68,16.38,1736.0,1732.13
498,Brazil,Other,Farm 67,field,91.99,19.93,17.49,1836.0,1833.42
499,Brazil,Larisse Local & SPG 2023,Farm 50,barn,0.0,0.0,0.0,23.0,22.77
500,Brazil,Larisse Local & SPG 2023,Farm 50,garden,2625.98,0.05,0.04,121.0,120.27
501,Brazil,Larisse Local & SPG 2023,Farm 50,garden,1381.15,0.14,0.12,191.0,190.32
502,Brazil,Larisse Local & SPG 2023,Farm 50,garden,918.88,0.24,0.21,226.0,225.13
503,Brazil,Larisse Local & SPG 2023,Farm 50,garden,1131.36,0.27,0.23,304.0,303.2
504,Brazil,Larisse Local & SPG 2023,Farm 50,garden,685.58,0.39,0.33,265.0,265.05
505,Brazil,Larisse Local & SPG 2023,Farm 50,garden,1310.67,0.1,0.09,137.0,136.57
506,Brazil,Larisse Local & SPG 2023,Farm 50,garden,2196.4,0.04,0.03,78.0,77.53
507,Brazil,Larisse Local & SPG 2023,Farm 50,surface_water,1750.04,0.05,0.04,85.0,85.23
508,Brazil,Larisse Local & SPG 2023,Farm 46,natural_area,237.22,7.79,6.73,1850.0,1848.21
509,Brazil,Larisse Local & SPG 2023,Farm 46,garden,727.32,0.32,0.27,231.0,230.2
510,Brazil,Larisse Local & SPG 2023,Farm 46,garden,2393.0,0.05,0.04,111.0,111.04
511,Brazil,Larisse Local & SPG 2023,Farm 46,garden,1716.89,0.05,0.05,94.0,93.4
512,Brazil,Larisse Local & SPG 2023,Farm 46,garden,2523.0,0.03,0.03,78.0,77.46
513,Brazil,Larisse Local & SPG 2023,Farm 46,residence,0.0,0.01,0.01,44.0,44.18
514,Brazil,Larisse Local & SPG 2023,Farm 46,garden,2235.04,0.09,0.08,212.0,211.66
515,Brazil,Larisse Local & SPG 2023,Farm 46,garden,1933.51,0.07,0.06,133.0,133.22
516,Brazil,Larisse Local & SPG 2023,Farm 68,farm_site_boundary,84.35,33.66,29.03,2845.0,2839.49
517,Brazil,Larisse Local & SPG 2023,Farm 68,surface_water,768.99,0.28,0.24,218.0,217.32
518,Brazil,Larisse Local & SPG 2023,Farm 68,surface_water,1063.37,0.13,0.11,141.0,140.79
519,Brazil,Larisse Local & SPG 2023,Farm 68,surface_water,1026.88,0.15,0.13,159.0,158.65
520,Brazil,Larisse Local & SPG 2023,Farm 68,barn,0.0,0.01,0.01,44.0,44.21
521,Brazil,Larisse Local & SPG 2023,Farm 68,barn,0.0,0.02,0.02,54.0,54.13
522,Brazil,Larisse Local & SPG 2023,Farm 68,garden,1097.84,0.17,0.15,188.0,187.62
523,Brazil,Larisse Local & SPG 2023,Farm 68,garden,856.27,0.34,0.29,289.0,288.82
524,Brazil,Larisse Local & SPG 2023,Farm 68,garden,929.28,0.3,0.25,275.0,274.14
525,Brazil,Larisse Local & SPG 2023,Farm 68,garden,2076.57,0.06,0.05,122.0,121.89
526,Brazil,Larisse Local & SPG 2023,Farm 68,garden,2495.49,0.04,0.03,101.0,101.07
527,Brazil,Larisse Local & SPG 2023,Farm 68,garden,374.3,1.84,1.59,690.0,688.11
528,Brazil,Larisse Local & SPG 2023,Farm 68,natural_area,165.77,23.77,20.5,3949.0,3940.82
529,Brazil,SPG 2023,Farm 66,natural_area,226.91,6.34,7.69,1442.0,1438.06
530,Brazil,SPG 2023,Farm 66,natural_area,417.63,2.94,3.57,1231.0,1227.79
531,Brazil,SPG 2023,Farm 66,natural_area,513.01,0.79,0.96,408.0,406.31
532,Brazil,SPG 2023,Farm 66,field,2595.99,0.03,0.04,79.0,78.66
533,Brazil,Other,Farm 69,farm_site_boundary,156.46,9.14,8.46,1434.0,1429.83
534,Brazil,SPG 2023,Farm 43,garden,1034.66,0.15,0.18,156.0,155.61
535,Brazil,SPG 2023,Farm 43,surface_water,719.37,0.49,0.59,352.0,350.98
536,Brazil,Other,Farm 70,field,637.09,0.45,0.54,289.0,287.71
537,Brazil,Other,Farm 70,field,1016.25,0.17,0.2,173.0,172.36
538,Brazil,Other,Farm 35,farm_site_boundary,183.18,10.35,8.15,1896.0,1896.19
539,Brazil,Other,Farm 35,natural_area,896.61,0.83,0.65,741.0,740.33
540,Brazil,Other,Farm 35,natural_area,647.75,1.09,0.86,707.0,705.79
541,Brazil,Other,Farm 35,natural_area,624.5,0.52,0.41,328.0,327.11
542,Brazil,Other,Farm 35,natural_area,1626.28,0.1,0.08,157.0,157.42
543,Brazil,Other,Farm 35,natural_area,1232.63,0.12,0.09,147.0,146.81
544,Brazil,Other,Farm 35,residence,0.0,0.01,0.01,42.0,41.76
545,Brazil,Other,Farm 35,natural_area,492.01,0.64,0.5,316.0,315.43
546,Brazil,Other,Farm 35,field,1289.49,0.14,0.11,181.0,180.4
547,Brazil,Other,Farm 35,field,1314.92,0.22,0.17,286.0,285.73
548,Brazil,Other,Farm 71,greenhouse,4850.83,0.01,0.01,34.0,33.47
549,Brazil,Other,Farm 71,garden,3252.01,0.02,0.02,60.0,59.84
550,Brazil,Other,Farm 71,residence,0.0,0.03,0.03,78.0,78.27
551,Brazil,Other,Farm 71,natural_area,1417.72,0.13,0.11,183.0,182.46
552,Brazil,Other,Farm 72,garden,2246.44,0.03,0.02,65.0,64.92
553,Brazil,Other,Farm 35,field,479.88,1.11,0.88,535.0,534.5
554,Brazil,Larisse Local & SPG 2023,Farm 41,garden,643.41,0.43,0.38,280.0,279.82
555,Brazil,SPG 2023,Farm 52,farm_site_boundary,415.27,1.41,1.71,589.0,587.15
556,Brazil,SPG 2023,Farm 48,residence,0.0,0.01,0.02,49.0,48.74
557,Brazil,Other,Farm 73,farm_site_boundary,45.24,105.93,108.69,4802.0,4792.59
558,Brazil,Other,Farm 73,field,485.2,1.12,1.15,543.0,541.97
559,Brazil,Other,Farm 74,farm_site_boundary,114.67,18.62,14.99,2142.0,2135.01
560,Brazil,Other,Farm 75,surface_water,45.23,105.68,107.26,4784.0,4779.65
561,Brazil,Other,Farm 75,field,89.28,22.48,22.8,2010.0,2006.48
562,Brazil,SPG 2023,Farm 29,farm_site_boundary,233.56,4.15,4.99,973.0,969.8
563,Brazil,SPG 2023,Farm 29,farm_site_boundary,970.18,0.2,0.24,191.0,190.45
564,Brazil,SPG 2023,Farm 29,field,969.28,0.2,0.24,191.0,190.85
565,Brazil,SPG 2023,Farm 28,farm_site_boundary,468.94,0.75,0.9,354.0,352.41
566,Brazil,SPG 2023,Farm 28,farm_site_boundary,2022.74,0.11,0.13,218.0,217.24
567,Brazil,SPG 2023,Farm 28,field,2009.15,0.11,0.13,218.0,217.19
568,Brazil,SPG 2023,Farm 30,farm_site_boundary,203.58,4.27,5.12,871.0,868.76
569,Brazil,SPG 2023,Farm 30,farm_site_boundary,301.09,2.61,3.13,788.0,785.23
570,Brazil,SPG 2023,Farm 30,field,300.69,2.61,3.13,787.0,784.47
571,Brazil,SPG 2023,Farm 30,farm_site_boundary,495.99,1.01,1.21,501.0,499.56
572,Brazil,SPG 2023,Farm 30,field,495.77,1.0,1.21,500.0,498.1
573,Brazil,SPG 2023,Farm 30,farm_site_boundary,894.59,0.3,0.36,271.0,270.35
574,Brazil,SPG 2023,Farm 30,field,909.2,0.3,0.36,270.0,269.12
575,Brazil,SPG 2023,Farm 30,farm_site_boundary,589.92,1.03,1.24,610.0,608.21
576,Brazil,SPG 2023,Farm 30,field,593.04,1.02,1.23,609.0,607.75
577,Brazil,Other,Farm 69,field,1149.91,0.14,0.13,164.0,163.98
578,Brazil,Other,Farm 69,garden,1249.59,0.15,0.14,187.0,186.69
579,Brazil,Other,Farm 69,field,623.84,0.44,0.41,275.0,273.81
580,Brazil,Other,Farm 69,field,866.5,0.27,0.25,236.0,235.51
581,Brazil,Other,Farm 69,residence,0.0,0.04,0.03,79.0,79.07
582,Brazil,Other,Farm 69,residence,0.0,0.05,0.04,85.0,84.35
583,Brazil,Other,Farm 69,field,875.61,0.22,0.2,192.0,191.06
584,Brazil,Other,Farm 69,field,2028.0,0.04,0.03,75.0,74.63
585,Brazil,Other,Farm 69,field,893.65,0.23,0.21,204.0,203.39
586,Brazil,Other,Farm 69,surface_water,1093.82,0.34,0.31,367.0,366.54
587,Brazil,Other,Farm 69,natural_area,433.3,1.69,1.56,735.0,732.54
588,Brazil,Other,Farm 76,ceremonial_area,0.0,12.76,10.84,1952.0,1947.56
589,Brazil,Larisse Local & SPG 2023,Farm 58,field,3714.66,0.01,0.01,46.0,45.69
590,Brazil,Larisse Local & SPG 2023,Farm 58,field,4905.65,0.01,0.01,39.0,38.75
591,Brazil,SPG 2023,Farm 52,field,474.07,0.86,1.03,407.0,405.75
592,Argentina,Other,Farm 77,field,147.18,6.97,4.67,1028.0,1026.4
593,Brazil,Larisse Local & SPG 2023,Farm 41,garden,1036.32,0.17,0.15,177.0,176.49
594,Brazil,Larisse Local & SPG 2023,Farm 41,garden,1673.55,0.06,0.05,104.0,104.26
595,Brazil,Larisse Local & SPG 2023,Farm 41,garden,1146.92,0.15,0.13,170.0,169.29
596,Brazil,Larisse Local & SPG 2023,Farm 41,garden,1898.06,0.05,0.04,92.0,91.87
597,Brazil,Larisse Local & SPG 2023,Farm 41,garden,1389.09,0.14,0.13,199.0,198.22
598,Brazil,Larisse Local & SPG 2023,Farm 41,garden,1366.75,0.08,0.07,109.0,108.25
599,Brazil,Larisse Local & SPG 2023,Farm 41,garden,909.24,0.28,0.24,252.0,251.77
600,Brazil,Larisse Local & SPG 2023,Farm 41,garden,1504.75,0.12,0.11,188.0,187.19
601,Brazil,Larisse Local & SPG 2023,Farm 41,garden,3776.86,0.02,0.02,75.0,75.16
602,Brazil,Larisse Local & SPG 2023,Farm 41,garden,4306.56,0.01,0.01,45.0,44.79
603,Brazil,Larisse Local & SPG 2023,Farm 41,garden,937.96,0.16,0.14,148.0,147.82
604,Brazil,Larisse Local & SPG 2023,Farm 41,garden,2151.15,0.08,0.07,170.0,169.51
605,Brazil,Larisse Local & SPG 2023,Farm 41,barn,0.0,0.01,0.01,47.0,47.29
606,Brazil,Larisse Local & SPG 2023,Farm 41,garden,2880.58,0.03,0.02,77.0,76.34
607,Brazil,Larisse Local & SPG 2023,Farm 41,garden,1215.17,0.18,0.15,216.0,214.72
608,Brazil,Larisse Local & SPG 2023,Farm 41,garden,561.93,0.6,0.53,337.0,336.93
609,Brazil,Larisse Local & SPG 2023,Farm 41,greenhouse,5060.28,0.01,0.01,32.0,32.39
610,Brazil,Larisse Local & SPG 2023,Farm 41,barn,0.0,0.02,0.02,64.0,63.93
611,Brazil,Larisse Local & SPG 2023,Farm 41,residence,0.0,0.01,0.01,42.0,41.59
612,Brazil,Larisse Local & SPG 2023,Farm 41,residence,0.0,0.01,0.01,47.0,47.09
613,Brazil,Larisse Local & SPG 2023,Farm 41,residence,0.0,0.0,0.0,28.0,28.34
614,Brazil,Larisse Local & SPG 2023,Farm 41,farm_site_boundary,152.96,26.55,23.27,4066.0,4061.61
615,Brazil,Other,Farm 78,farm_site_boundary,200.2,4.29,3.63,859.0,858.14
616,Brazil,SPG 2023,Farm 79,surface_water,1222.78,0.11,0.08,130.0,129.86
617,Brazil,SPG 2023,Farm 79,residence,0.0,0.03,0.02,69.0,68.55
618,Brazil,SPG 2023,Farm 79,natural_area,223.11,13.41,10.59,3000.0,2992.76
619,Brazil,SPG 2023,Farm 79,barn,0.0,0.03,0.02,67.0,66.77
620,Brazil,SPG 2023,Farm 79,barn,0.0,0.01,0.01,37.0,36.96
621,Brazil,SPG 2023,Farm 79,natural_area,404.65,1.27,1.01,516.0,515.03
622,Brazil,SPG 2023,Farm 79,field,256.68,2.88,2.28,741.0,739.54
623,Brazil,SPG 2023,Farm 79,farm_site_boundary,55.68,50.89,40.19,2838.0,2833.5
624,Brazil,SPG 2023,Farm 79,field,362.87,2.98,2.35,1081.0,1080.41
