,country_name,scale,Farm Number,type,edge density for plots m/ha,total area (ha) user input,calculated area (ha) using polygon,total perimeter (m) user input,calculated perimeter (m) using polygon
1972,Brazil,Other,Farm 333,surface_water,5713.86,0.0,0.0,25.0,25.14
1973,Brazil,Other,Farm 333,residence,0.0,0.02,0.02,58.0,58.09
1974,Brazil,Other,Farm 334,farm_site_boundary,678.13,0.34,0.36,233.0,232.66
1975,Brazil,Other,Farm 334,residence,0.0,0.01,0.01,44.0,43.99
1976,Brazil,Other,Farm 335,farm_site_boundary,569.82,0.62,0.64,356.0,354.43
1977,Brazil,Other,Farm 335,surface_water,5594.36,0.0,0.0,26.0,26.29
1978,Brazil,Other,Farm 335,residence,0.0,0.02,0.02,56.0,55.72
1979,Brazil,Other,Farm 336,farm_site_boundary,286.7,2.18,2.26,627.0,624.9
1980,Brazil,Other,Farm 336,residence,0.0,0.03,0.03,86.0,85.7
1981,Brazil,Other,Farm 337,farm_site_boundary,1317.05,0.75,0.78,992.0,985.94
1982,Brazil,Other,Farm 337,farm_site_boundary,795.35,1.37,1.42,1099.0,1092.5
1983,Brazil,Other,Farm 337,barn,0.0,0.04,0.04,104.0,103.26
1984,Brazil,Other,Farm 337,residence,0.0,0.01,0.01,47.0,46.63
1985,Brazil,Other,Farm 338,farm_site_boundary,680.65,0.37,0.39,256.0,254.97
1986,Brazil,Other,Farm 338,residence,0.0,0.02,0.02,60.0,60.07
1987,Brazil,Other,Farm 339,farm_site_boundary,424.21,1.1,1.13,468.0,467.05
1988,Brazil,Other,Farm 339,surface_water,4768.57,0.01,0.01,30.0,30.04
1989,Brazil,Other,Farm 339,surface_water,3050.17,0.02,0.02,53.0,52.46
1990,Brazil,Other,Farm 339,residence,0.0,0.01,0.01,37.0,36.65
1991,Brazil,Other,Farm 340,farm_site_boundary,221.17,3.35,3.47,743.0,740.32
1992,Brazil,Other,Farm 340,farm_site_boundary,380.24,6.31,6.54,2410.0,2397.82
1993,Brazil,Other,Farm 340,residence,0.0,0.01,0.01,47.0,46.35
1994,Brazil,Other,Farm 341,farm_site_boundary,600.95,0.48,0.5,291.0,289.9
1995,Brazil,Other,Farm 341,residence,0.0,0.02,0.02,58.0,57.66
1996,Brazil,Other,Farm 341,surface_water,4925.97,0.01,0.01,29.0,29.06
1997,Brazil,Other,Farm 341,surface_water,3352.6,0.02,0.02,58.0,58.0
1998,Brazil,Other,Farm 341,farm_site_boundary,404.68,1.11,1.14,450.0,448.46
1999,Brazil,Other,Farm 341,surface_water,2265.36,0.03,0.03,69.0,68.87
2000,Brazil,Other,Farm 342,farm_site_boundary,344.2,2.55,2.63,883.0,878.88
2001,Brazil,Other,Farm 342,surface_water,5491.19,0.0,0.0,26.0,25.81
2002,Brazil,Other,Farm 342,surface_water,1398.65,0.08,0.08,107.0,107.14
2003,Brazil,Other,Farm 342,surface_water,1495.01,0.08,0.08,115.0,114.37
2004,Brazil,Other,Farm 342,residence,0.0,0.01,0.02,49.0,49.11
2005,Brazil,Other,Farm 343,farm_site_boundary,389.68,1.86,1.93,725.0,723.25
2006,Brazil,Other,Farm 267,residence,0.0,0.01,0.01,50.0,49.91
2007,Brazil,Other,Farm 314,surface_water,1097.88,0.18,0.18,195.0,194.11
2008,Brazil,Other,Farm 293,residence,0.0,0.02,0.02,56.0,55.99
2009,Brazil,Other,Farm 238,barn,0.0,0.03,0.03,66.0,65.37
2010,Brazil,Other,Farm 238,barn,0.0,0.02,0.02,59.0,58.92
2011,Brazil,Other,Farm 268,residence,0.0,0.03,0.03,67.0,67.24
2012,Brazil,Other,Farm 268,residence,0.0,0.01,0.01,51.0,51.19
2013,Brazil,Other,Farm 344,residence,0.0,0.02,0.02,54.0,53.66
2014,Brazil,Other,Farm 344,farm_site_boundary,445.7,0.91,0.95,408.0,407.01
2015,Brazil,Other,Farm 345,farm_site_boundary,167.95,12.73,13.12,2150.0,2138.4
2016,Brazil,Other,Farm 345,farm_site_boundary,186.12,6.68,6.89,1250.0,1244.2
2017,Brazil,Other,Farm 345,residence,0.0,0.02,0.02,62.0,62.11
2018,Brazil,Other,Farm 345,residence,0.0,0.02,0.02,51.0,51.09
2019,Brazil,Other,Farm 346,farm_site_boundary,613.1,0.51,0.52,311.0,309.8
2020,Brazil,Other,Farm 346,residence,0.0,0.02,0.02,51.0,51.27
2021,Brazil,Other,Farm 274,greenhouse,1884.77,0.02,0.01,38.0,37.7
2022,Brazil,Other,Farm 294,residence,0.0,0.02,0.02,62.0,61.49
2023,Brazil,Other,Farm 296,residence,0.0,0.02,0.02,60.0,59.78
2024,Brazil,Other,Farm 296,surface_water,1624.44,0.06,0.06,96.0,95.84
2025,Brazil,Other,Farm 294,barn,0.0,0.02,0.02,53.0,52.8
2026,Brazil,Other,Farm 294,surface_water,2960.34,0.03,0.03,80.0,80.23
2027,Brazil,Other,Farm 294,surface_water,2675.48,0.02,0.02,58.0,57.52
2028,Brazil,Other,Farm 294,surface_water,1789.86,0.05,0.05,83.0,82.69
2029,Brazil,Other,Farm 291,farm_site_boundary,552.19,2.35,2.41,1303.0,1295.04
2030,Brazil,Other,Farm 284,residence,0.0,0.01,0.01,40.0,40.18
2031,Brazil,Other,Farm 276,residence,0.0,0.02,0.02,50.0,49.66
2032,Brazil,Other,Farm 347,residence,0.0,0.01,0.01,46.0,45.61
2033,Brazil,Other,Farm 281,residence,0.0,0.02,0.02,60.0,59.64
2034,Brazil,Other,Farm 281,surface_water,2904.3,0.02,0.02,59.0,58.67
2035,Brazil,Other,Farm 281,surface_water,5405.76,0.01,0.01,30.0,30.27
2036,Brazil,Other,Farm 278,residence,0.0,0.01,0.01,45.0,44.45
2037,Brazil,Other,Farm 266,residence,0.0,0.01,0.01,38.0,37.5
2038,Brazil,Other,Farm 266,surface_water,4676.73,0.01,0.01,37.0,36.48
2039,Brazil,Other,Farm 266,surface_water,2362.15,0.03,0.04,81.0,80.55
2040,Brazil,Other,Farm 266,surface_water,1986.21,0.04,0.04,84.0,84.22
2041,Brazil,Other,Farm 266,surface_water,2741.52,0.02,0.03,68.0,67.99
2042,Brazil,Other,Farm 266,surface_water,2234.13,0.04,0.04,82.0,81.77
2043,Brazil,Other,Farm 266,barn,0.0,0.01,0.01,40.0,40.23
2044,Brazil,Other,Farm 293,farm_site_boundary,435.01,2.05,2.11,892.0,890.95
2045,Brazil,Other,Farm 348,surface_water,5553.11,0.0,0.0,27.0,26.65
2046,Brazil,Other,Farm 280,garden,2122.95,0.03,0.02,59.0,59.02
2047,Brazil,Other,Farm 280,farm_site_boundary,287.13,2.31,2.4,665.0,662.71
2048,Brazil,Other,Farm 349,garden,53.63,1.46,0.04,78.0,78.25
2049,Brazil,Other,Farm 349,residence,0.0,0.02,0.02,58.0,57.83
2050,Brazil,Other,Farm 349,farm_site_boundary,349.56,1.66,1.72,583.0,581.12
2051,Brazil,Other,Farm 275,surface_water,5995.39,0.0,0.0,25.0,24.58
2052,Brazil,Other,Farm 275,residence,0.0,0.02,0.02,59.0,58.51
2053,Brazil,Other,Farm 269,surface_water,1689.21,0.06,0.06,100.0,99.66
2054,Brazil,Other,Farm 269,residence,0.0,0.02,0.02,53.0,52.56
2055,Brazil,Other,Farm 270,residence,0.0,0.03,0.03,67.0,67.18
2056,Brazil,Other,Farm 266,farm_site_boundary,773.01,1.34,1.38,1041.0,1035.22
2057,Brazil,Other,Farm 279,residence,0.0,0.02,0.02,57.0,56.47
2058,Brazil,Other,Farm 268,farm_site_boundary,797.05,0.77,0.79,615.0,611.49
2059,Brazil,Other,Farm 268,farm_site_boundary,800.69,0.78,0.81,631.0,627.66
2060,Brazil,Other,Farm 268,ceremonial_area,0.0,0.17,0.17,174.0,172.92
2061,Brazil,Other,Farm 340,garden,1312.1,0.12,0.13,163.0,162.44
2062,Brazil,Other,Farm 340,garden,2240.72,0.03,0.03,76.0,75.29
2063,Brazil,Other,Farm 340,garden,1744.77,0.06,0.06,109.0,108.52
2064,Brazil,Other,Farm 336,garden,1802.4,0.06,0.07,114.0,113.73
2065,Brazil,Other,Farm 332,field,607.98,0.45,0.46,275.0,273.59
2066,Brazil,Other,Farm 345,garden,279.51,0.5,0.11,140.0,139.76
2067,Brazil,Other,Farm 339,garden,5146.95,0.01,0.01,32.0,31.4
2068,Brazil,Other,Farm 339,farm_site_boundary,631.19,0.4,0.41,254.0,252.85
2069,Brazil,Other,Farm 348,field,792.13,0.37,0.38,294.0,292.69
2070,Brazil,Other,Farm 348,field,1248.8,0.11,0.12,142.0,141.49
2071,Brazil,Other,Farm 348,farm_site_boundary,406.35,1.11,1.15,454.0,452.22
2072,Brazil,Other,Farm 348,garden,930.74,0.1,0.05,93.0,93.07
2073,Brazil,Other,Farm 348,barn,0.0,0.01,0.01,30.0,29.9
2074,Brazil,Other,Farm 348,residence,0.0,0.02,0.02,50.0,50.26
2075,Brazil,Other,Farm 272,residence,0.0,0.01,0.01,38.0,37.87
2076,Brazil,Other,Farm 272,barn,0.0,0.01,0.01,36.0,35.73
2077,Brazil,Other,Farm 277,field,1342.34,0.1,0.1,135.0,134.23
2078,Brazil,Other,Farm 277,field,1345.82,0.09,0.09,122.0,121.8
2079,Brazil,Other,Farm 280,barn,0.0,0.01,0.01,39.0,39.06
2080,Brazil,Other,Farm 280,field,2032.27,0.12,0.12,238.0,236.96
2081,Brazil,Other,Farm 347,farm_site_boundary,418.33,1.27,1.32,532.0,530.65
2082,Brazil,Other,Farm 347,garden,2676.46,0.04,0.05,120.0,119.91
2083,Brazil,Other,Farm 347,garden,1227.01,0.15,0.15,183.0,183.07
2084,Brazil,Other,Farm 347,garden,1313.92,0.14,0.15,186.0,185.92
2085,Brazil,Other,Farm 347,field,1397.42,0.17,0.18,242.0,241.48
2086,Brazil,Other,Farm 290,residence,0.0,0.03,0.03,72.0,71.62
2087,Brazil,Other,Farm 290,farm_site_boundary,112.19,35.24,36.2,3976.0,3953.45
2088,Brazil,Other,Farm 290,farm_site_boundary,128.96,14.21,14.6,1841.0,1832.75
2089,Brazil,Other,Farm 290,field,333.05,1.68,1.72,561.0,558.69
2090,Brazil,Other,Farm 331,residence,0.0,0.02,0.02,52.0,51.99
2091,Brazil,Other,Farm 295,residence,0.0,0.01,0.01,49.0,48.47
2092,Brazil,Other,Farm 285,residence,0.0,0.02,0.02,60.0,59.95
2093,Brazil,Other,Farm 285,farm_site_boundary,473.11,3.14,3.23,1492.0,1483.68
2094,Brazil,Other,Farm 285,field,626.28,0.67,0.69,421.0,419.23
2095,Brazil,Other,Farm 285,field,784.83,0.25,0.25,195.0,194.24
2096,Brazil,Other,Farm 282,residence,0.0,0.02,0.02,59.0,58.9
2097,Brazil,Other,Farm 282,barn,0.0,0.04,0.04,78.0,78.08
2098,Brazil,Other,Farm 282,field,985.35,0.2,0.2,193.0,192.34
2099,Brazil,Other,Farm 265,farm_site_boundary,803.84,1.09,1.13,883.0,878.19
2100,Brazil,Other,Farm 265,residence,0.0,0.02,0.02,52.0,51.61
2101,Brazil,Other,Farm 265,field,1126.05,0.34,0.35,388.0,386.12
2102,Brazil,Other,Farm 265,field,1060.96,0.23,0.23,241.0,239.88
2103,Brazil,Other,Farm 349,field,2226.22,0.06,0.06,125.0,124.45
2104,Brazil,Other,Farm 349,field,1952.44,0.07,0.07,137.0,136.67
2105,Brazil,Other,Farm 275,field,585.18,0.48,0.5,283.0,282.17
2106,Brazil,Other,Farm 296,field,1328.05,0.11,0.11,146.0,145.55
2107,Brazil,Other,Farm 350,residence,0.0,0.02,0.02,55.0,54.57
2108,Brazil,Other,Farm 350,farm_site_boundary,1410.53,0.1,0.11,149.0,147.96
2109,Brazil,Other,Farm 351,residence,0.0,0.03,0.03,74.0,73.5
2110,Brazil,Other,Farm 283,residence,0.0,0.02,0.03,63.0,63.06
2111,Brazil,Other,Farm 286,residence,0.0,0.01,0.01,40.0,40.28
2112,Brazil,Other,Farm 352,farm_site_boundary,296.98,2.53,2.63,754.0,752.17
2113,Brazil,Other,Farm 352,residence,0.0,0.02,0.02,54.0,53.76
2114,Brazil,Other,Farm 352,garden,1810.6,0.05,0.05,96.0,95.78
2115,Brazil,Other,Farm 352,garden,2931.78,0.03,0.03,85.0,84.73
2116,Brazil,Other,Farm 352,farm_site_boundary,315.16,2.54,2.64,803.0,800.83
2117,Brazil,Other,Farm 271,residence,0.0,0.01,0.01,48.0,47.66
2118,Brazil,Other,Farm 353,garden,2006.82,0.05,0.06,90.0,100.34
2119,Brazil,Other,Farm 353,farm_site_boundary,748.43,0.7,0.71,521.0,520.39
2120,Brazil,Other,Farm 353,residence,0.0,0.01,0.01,46.0,45.86
2121,Brazil,Other,Farm 289,residence,0.0,0.03,0.03,65.0,64.62
2122,Brazil,Other,Farm 287,garden,1604.77,0.08,0.08,124.0,123.57
2123,Brazil,Other,Farm 351,garden,1037.89,0.17,0.17,174.0,173.74
2124,Brazil,Other,Farm 351,garden,1024.06,0.16,0.16,165.0,164.26
2125,Brazil,Other,Farm 351,garden,1432.41,0.09,0.09,125.0,124.33
2126,Brazil,Other,Farm 351,farm_site_boundary,345.92,1.4,1.44,487.0,485.8
2127,Brazil,Other,Farm 295,garden,1841.92,0.06,0.06,104.0,103.52
2128,Brazil,Other,Farm 281,field,841.38,0.32,0.33,266.0,265.62
2129,Argentina,Other,Farm 354,farm_site_boundary,670.0,0.93,0.68,626.0,623.64
2130,Argentina,Other,Farm 354,field,695.93,0.71,0.52,496.0,494.04
2131,Argentina,Other,Farm 354,residence,0.0,0.02,0.01,49.0,49.26
2132,Argentina,Other,Farm 354,garden,3276.22,0.02,0.01,63.0,62.58
2133,Brazil,Other,Farm 341,garden,1849.79,0.06,0.08,110.0,110.06
2134,Brazil,Other,Farm 341,garden,1517.35,0.09,0.08,134.0,133.53
2135,Brazil,Other,Farm 341,garden,13503.13,0.0,0.01,34.0,34.35
2136,Brazil,Other,Farm 283,garden,1360.77,0.12,0.13,167.0,166.56
2137,Brazil,Other,Farm 355,garden,936.02,0.18,0.18,169.0,168.48
2138,Brazil,Other,Farm 355,residence,0.0,0.02,0.02,55.0,54.44
2139,Brazil,Other,Farm 355,surface_water,1505.2,0.08,0.08,124.0,123.73
2140,Brazil,Other,Farm 355,farm_site_boundary,193.47,5.89,6.06,1141.0,1139.53
2141,Brazil,Other,Farm 284,garden,669.12,0.57,0.59,382.0,380.93
2142,Brazil,Other,Farm 273,residence,0.0,0.03,0.03,77.0,76.41
2143,Brazil,Other,Farm 292,residence,0.0,0.01,0.01,45.0,45.16
2144,Brazil,Other,Farm 356,farm_site_boundary,334.91,2.13,2.2,717.0,714.4
2145,Brazil,Other,Farm 356,garden,1401.6,0.08,0.09,118.0,117.31
2146,Brazil,Other,Farm 356,surface_water,6345.03,0.0,0.0,23.0,22.84
2147,Brazil,Other,Farm 356,residence,0.0,0.01,0.01,43.0,42.4
2148,Brazil,Other,Farm 278,garden,3437.44,0.02,0.02,67.0,66.69
2149,Brazil,Other,Farm 288,residence,0.0,0.01,0.01,38.0,37.71
2150,Brazil,Other,Farm 332,garden,1749.25,0.06,0.06,108.0,108.1
2151,Brazil,Other,Farm 332,field,2222.31,0.05,0.05,110.0,109.78
2152,Brazil,Other,Farm 272,field,2642.47,0.08,0.08,199.0,198.19
2153,Brazil,Other,Farm 343,residence,0.0,0.03,0.03,68.0,67.43
2154,Brazil,Other,Farm 345,field,319.54,1.59,1.64,511.0,508.74
2155,Brazil,Other,Farm 345,garden,885.62,0.28,0.29,251.0,249.74
2156,Brazil,Other,Farm 334,garden,1964.55,0.04,0.04,85.0,84.67
2157,Brazil,Other,Farm 336,barn,0.0,0.02,0.02,55.0,54.6
2158,Brazil,Other,Farm 336,garden,2032.27,0.05,0.05,92.0,91.86
2159,Brazil,Other,Farm 340,garden,1092.58,0.17,0.18,185.0,184.75
2160,Brazil,Other,Farm 340,field,732.05,0.28,0.3,209.0,208.19
2161,Brazil,Other,Farm 340,field,422.66,1.63,1.69,690.0,687.38
2162,Brazil,Other,Farm 342,field,406.28,1.07,1.1,437.0,435.74
2163,Brazil,Other,Farm 356,field,417.57,1.26,1.3,527.0,525.01
2164,Brazil,Other,Farm 341,garden,5272.94,0.01,0.01,34.0,34.27
2165,Brazil,Other,Farm 341,field,1565.26,0.07,0.07,108.0,107.22
2166,Brazil,Other,Farm 341,barn,0.0,0.07,0.07,126.0,125.47
2167,Brazil,Other,Farm 341,barn,0.0,0.01,0.01,38.0,37.74
2168,Brazil,Other,Farm 314,surface_water,4892.97,0.01,0.01,29.0,29.36
2169,Brazil,Other,Farm 293,surface_water,3622.52,0.01,0.01,38.0,37.67
2170,Brazil,Other,Farm 293,garden,1071.26,0.14,0.15,153.0,152.23
2171,Brazil,Other,Farm 276,garden,2851.24,0.03,0.02,73.0,72.99
2172,Brazil,Other,Farm 276,garden,5221.1,0.03,0.05,157.0,156.63
2173,Brazil,Other,Farm 276,field,1153.19,0.21,0.22,246.0,245.28
2174,Brazil,Other,Farm 276,field,1440.37,0.08,0.09,120.0,119.69
2175,Brazil,Other,Farm 276,field,2245.73,0.04,0.04,96.0,95.44
2176,Brazil,Other,Farm 291,surface_water,7277.72,0.0,0.0,19.0,18.92
2177,Brazil,Other,Farm 238,field,1513.41,0.07,0.07,104.0,103.67
2178,Brazil,Other,Farm 238,field,668.81,0.43,0.44,287.0,285.99
2179,Brazil,Other,Farm 238,field,200.86,2.0,0.95,402.0,401.73
2180,Brazil,Other,Farm 238,barn,0.0,0.01,0.01,35.0,35.03
2181,Brazil,Other,Farm 238,residence,0.0,0.02,0.02,53.0,52.38
2182,Brazil,Other,Farm 351,garden,484.78,0.3,0.13,146.0,145.43
2183,Brazil,Other,Farm 314,field,598.57,0.45,0.47,273.0,272.17
2184,Brazil,Other,Farm 333,field,1483.81,0.18,0.18,263.0,261.15
2185,Brazil,Other,Farm 293,field,587.3,0.47,0.48,277.0,276.03
2186,Brazil,Other,Farm 334,field,1051.2,0.17,0.18,182.0,181.65
2187,Brazil,Other,Farm 335,field,785.08,0.28,0.29,219.0,218.25
2188,Brazil,Other,Farm 335,field,1448.87,0.1,0.11,148.0,148.07
2189,Brazil,Other,Farm 268,field,1319.45,0.1,0.1,128.0,127.72
2190,Brazil,Other,Farm 268,field,1050.7,0.2,0.2,209.0,207.72
2191,Brazil,Other,Farm 268,field,865.08,0.44,0.45,383.0,381.15
2192,Brazil,Other,Farm 336,field,1111.98,0.17,0.18,195.0,194.37
2193,Brazil,Other,Farm 336,field,1465.89,0.14,0.15,207.0,205.96
2194,Brazil,Other,Farm 344,field,1241.99,0.14,0.15,180.0,179.09
2195,Brazil,Other,Farm 331,field,1721.14,0.06,0.07,111.0,110.5
2196,Brazil,Other,Farm 331,field,2330.26,0.04,0.04,97.0,96.24
2197,Brazil,Other,Farm 338,field,1250.71,0.11,0.12,140.0,139.95
2198,Brazil,Other,Farm 291,field,803.61,0.43,0.44,344.0,341.86
2199,Brazil,Other,Farm 294,field,909.16,0.2,0.21,187.0,186.2
2200,Brazil,Other,Farm 351,field,1228.19,0.11,0.12,141.0,140.26
2201,Brazil,Other,Farm 351,surface_water,6409.8,0.0,0.0,22.0,21.79
2202,Brazil,Other,Farm 339,field,1001.41,0.18,0.19,185.0,184.06
2203,Brazil,Other,Farm 339,field,1654.99,0.07,0.07,113.0,112.71
2204,Brazil,Other,Farm 229,field,851.83,0.26,0.26,218.0,217.3
2205,Brazil,Other,Farm 229,field,647.12,0.43,0.44,276.0,275.35
2206,Brazil,Other,Farm 341,field,1797.74,0.06,0.06,99.0,99.06
2207,Brazil,Other,Farm 342,field,786.32,0.3,0.31,238.0,237.0
2208,Brazil,Other,Farm 350,field,1829.07,0.05,0.05,97.0,96.58
2209,Brazil,Other,Farm 270,field,1545.26,0.11,0.11,169.0,168.12
2210,Brazil,Other,Farm 266,field,1298.34,0.26,0.27,339.0,337.44
2211,Brazil,Other,Farm 355,field,849.52,0.35,0.36,299.0,298.44
2212,Brazil,Other,Farm 355,surface_water,3977.29,0.01,0.01,34.0,33.81
2213,Brazil,Other,Farm 355,field,388.35,1.21,1.25,472.0,470.96
2214,Brazil,Other,Farm 289,field,590.02,0.48,0.5,285.0,284.27
2215,Brazil,Other,Farm 284,field,598.97,0.56,0.58,335.0,334.17
2216,Brazil,Other,Farm 273,field,1695.68,0.07,0.07,119.0,118.7
2217,Brazil,Other,Farm 273,field,1589.87,0.07,0.07,111.0,111.13
2218,Brazil,Other,Farm 271,field,836.41,0.32,0.33,272.0,270.41
2219,Brazil,Other,Farm 292,surface_water,8065.44,0.0,0.0,20.0,20.16
2220,Brazil,Other,Farm 292,field,1322.93,0.13,0.13,172.0,171.58
2221,Brazil,Other,Farm 292,field,690.62,0.33,0.34,230.0,228.87
2222,Brazil,Other,Farm 272,field,703.61,0.56,0.58,397.0,395.85
2223,Brazil,Other,Farm 272,field,1312.47,0.1,0.1,127.0,126.65
2224,Brazil,Other,Farm 272,field,1944.68,0.04,0.04,76.0,75.65
2225,Brazil,Other,Farm 356,field,1218.51,0.17,0.17,203.0,202.64
2226,Brazil,Other,Farm 356,field,1626.05,0.06,0.07,103.0,103.09
2227,Brazil,Other,Farm 274,field,1180.76,0.17,0.18,204.0,202.85
2228,Brazil,Other,Farm 274,surface_water,8963.15,0.0,0.0,16.0,16.13
2229,Brazil,Other,Farm 274,field,755.8,0.31,0.31,232.0,230.75
2230,Brazil,Other,Farm 269,field,1509.39,0.09,0.09,129.0,128.75
2231,Brazil,Other,Farm 269,field,1040.66,0.15,0.15,155.0,154.85
2232,Brazil,Other,Farm 278,field,2454.3,0.05,0.05,121.0,121.24
2233,Brazil,Other,Farm 288,field,1430.47,0.1,0.1,145.0,144.19
2234,Brazil,Other,Farm 288,field,1084.79,0.23,0.24,247.0,246.57
2235,Brazil,Other,Farm 343,field,2928.97,0.02,0.02,61.0,60.92
2236,Brazil,Other,Farm 343,field,3120.53,0.02,0.03,76.0,75.83
2237,Brazil,Other,Farm 267,field,516.8,0.61,0.63,316.0,314.94
2238,Brazil,Other,Farm 236,field,559.42,0.71,0.73,399.0,397.41
2239,Brazil,Other,Farm 279,field,2216.29,0.03,0.03,74.0,73.58
2240,Brazil,Other,Farm 341,garden,241.21,0.58,0.13,140.0,139.9
2241,Brazil,Other,Farm 341,garden,489.8,0.32,0.12,157.0,156.74
2242,Brazil,Other,Farm 341,garden,264.58,0.63,0.17,167.0,166.37
2243,Brazil,Other,Farm 357,farm_site_boundary,199.21,12.79,10.95,2555.0,2547.3
2244,Brazil,Other,Farm 357,garden,618.8,0.61,0.53,380.0,379.45
2245,Brazil,Other,Farm 357,garden,2020.97,0.05,0.04,96.0,96.0
2246,Brazil,Other,Farm 357,garden,1284.11,0.11,0.09,137.0,136.37
2247,Brazil,Other,Farm 357,garden,882.82,0.26,0.22,228.0,227.24
2248,Brazil,Other,Farm 357,field,891.69,0.2,0.18,183.0,182.8
2249,Brazil,Other,Farm 357,surface_water,2127.49,0.05,0.04,105.0,104.89
2250,Brazil,Other,Farm 357,surface_water,1196.61,0.11,0.09,131.0,130.79
2251,Brazil,Other,Farm 357,natural_area,443.86,2.28,1.95,1013.0,1010.41
2252,Brazil,Other,Farm 357,natural_area,630.48,0.81,0.69,509.0,508.29
2253,Brazil,Other,Farm 357,residence,0.0,0.02,0.02,64.0,63.95
2254,Brazil,Other,Farm 357,greenhouse,10421.37,0.0,0.0,28.0,28.14
2255,Brazil,Other,Farm 357,barn,0.0,0.02,0.02,62.0,62.15
2256,Brazil,Other,Farm 357,barn,0.0,0.01,0.01,40.0,39.79
2257,Argentina,Other,Farm 358,garden,13328.3,0.0,0.0,36.0,42.65
2258,Argentina,Other,Farm 358,garden,11938.41,0.0,0.0,38.0,40.59
2259,Argentina,Other,Farm 358,garden,44518.53,0.0,0.0,12.0,22.26
2260,Argentina,Other,Farm 358,garden,11022.78,0.0,0.0,38.0,37.48
2261,Argentina,Other,Farm 358,garden,19875.01,0.0,0.0,22.0,35.78
2262,Argentina,Other,Farm 358,garden,14428.06,0.0,0.0,32.0,31.74
2263,Argentina,Other,Farm 358,garden,10844.41,0.0,0.0,33.0,32.53
2264,Argentina,Other,Farm 358,garden,9793.53,0.0,0.0,37.0,37.22
2265,Argentina,Other,Farm 358,surface_water,10123.78,0.0,0.0,15.0,15.19
2266,Argentina,Other,Farm 358,garden,7755.14,0.0,0.0,29.0,28.69
2267,Brazil,Other,Farm 359,farm_site_boundary,143.16,9.47,8.1,1359.0,1356.24
2268,Brazil,Other,Farm 359,garden,294.33,1.94,1.66,573.0,571.76
2269,Brazil,Other,Farm 359,garden,585.31,0.92,0.79,541.0,541.12
2270,Brazil,Other,Farm 359,surface_water,856.33,0.22,0.19,188.0,188.05
2271,Brazil,Other,Farm 359,garden,460.58,1.15,0.98,531.0,529.8
2272,Brazil,Other,Farm 359,residence,0.0,0.02,0.02,57.0,57.19
2273,Brazil,Other,Farm 359,barn,0.0,0.04,0.03,77.0,76.37
2274,Brazil,Other,Farm 359,greenhouse,6497.52,0.01,0.01,40.0,39.63
2275,Brazil,Other,Farm 359,natural_area,225.62,3.48,2.98,786.0,784.96
2276,Brazil,Other,Farm 359,natural_area,1891.16,0.12,0.1,223.0,222.02
2277,Brazil,Other,Farm 360,farm_site_boundary,161.89,6.91,5.91,1120.0,1119.1
2278,Brazil,Other,Farm 360,field,582.27,0.92,0.79,539.0,538.25
2279,Brazil,Other,Farm 360,garden,303.48,2.45,2.1,746.0,744.83
2280,Brazil,Other,Farm 360,garden,464.4,1.48,1.26,686.0,686.34
2281,Brazil,Other,Farm 360,residence,0.0,0.05,0.04,100.0,99.5
2282,Brazil,Other,Farm 360,barn,0.0,0.05,0.04,94.0,93.63
2283,Brazil,Other,Farm 360,natural_area,695.65,0.39,0.33,272.0,271.51
2284,Brazil,Other,Farm 360,natural_area,822.05,0.26,0.22,215.0,215.05
2285,Brazil,Other,Farm 360,barn,0.0,0.03,0.03,80.0,79.75
2286,Brazil,Other,Farm 360,garden,1366.54,0.17,0.15,233.0,232.04
2287,Brazil,Other,Farm 233,natural_area,638.5,0.48,0.39,306.0,305.2
2288,Brazil,Other,Farm 233,greenhouse,653.66,0.57,0.47,371.0,370.17
2289,Argentina,Other,Farm 361,field,48.37,88.51,51.69,4286.0,4280.9
2290,Brazil,Other,Farm 362,field,213.79,5.49,5.45,1175.0,1174.49
2291,Brazil,SPG 2023,Farm 26,field,664.95,0.64,0.5,423.0,422.64
2292,Brazil,Other,Farm 363,garden,9726.76,0.0,0.0,35.0,35.02
2293,Brazil,Other,Farm 364,farm_site_boundary,2032.17,0.06,0.05,125.0,125.38
2294,Brazil,Other,Farm 364,field,6439.08,0.0,0.0,32.0,32.2
2295,Brazil,Other,Farm 365,field,939.69,0.18,0.22,169.0,168.86
2296,Brazil,Other,Farm 365,field,3900.29,0.01,0.01,43.0,43.29
2297,Brazil,Other,Farm 301,ceremonial_area,0.0,0.09,0.07,123.0,122.35
2298,Brazil,Other,Farm 301,ceremonial_area,0.0,0.1,0.08,125.0,124.49
2299,Brazil,Other,Farm 301,ceremonial_area,0.0,0.1,0.08,128.0,128.17
2300,Brazil,Other,Farm 301,ceremonial_area,0.0,0.1,0.08,128.0,127.42
2301,Brazil,Other,Farm 366,farm_site_boundary,429.78,2.49,1.96,1071.0,1070.32
2302,Brazil,Other,Farm 366,greenhouse,1297.33,0.1,0.08,126.0,125.71
2303,Argentina,Other,Farm 367,field,399.82,2.59,1.55,1035.0,1035.46
